State,District,Latitude,Longitude,District code,Population,Male,Female,Literate,Male_Literate,Female_Literate,Hindus,Muslims,Christians,Sikhs,Buddhists,Jains,Housholds_with_Electric_Lighting,Households_with_Internet,Rural_Households,Urban_Households,Households,Below_Primary_Education,Primary_Education,Middle_Education,Secondary_Education,Higher_Education,Graduate_Education,Having_bathing_facility_Total_Households,Having_latrine_facility_within_the_premises_Total_Households,Sex Ratio,Literacy Rate
Rajasthan,Dhaulpur,26.72397054945053,77.74476219780222,106,1206516,653647,552869,683098,435721,247377,1127520,72258,688,1356,92,2739,96086,1330,214670,58626,273296,207566,172914,132964,77360,45590,37856,77503,33172,846.0,57.0
Rajasthan,Dungarpur,23.75104807692308,73.84765641025645,124,1388552,696532,692020,681591,415820,265771,1340065,28662,830,240,226,16141,141275,1477,322816,31547,354363,238847,175059,114245,60656,42887,39312,62463,38043,994.0,49.0
Rajasthan,Ganganagar,29.256785412667963,73.56192303262948,99,1969168,1043340,925828,1193343,710908,482435,1437144,50688,2077,474853,938,1988,283142,6295,397697,164897,562594,237042,314107,238397,163098,105734,104071,332389,316783,887.0,61.0
Rajasthan,Hanumangarh,29.1813351791531,74.74632573289902,100,1774692,931184,843508,1034136,624281,409855,1433067,118673,1542,216997,241,1935,243163,3360,389059,108694,497753,239601,273441,219194,153628,104087,84185,278085,278373,906.0,58.0
Rajasthan,Jaipur,27.033459290187885,75.77117286012533,110,6626178,3468507,3157671,4300965,2554793,1746172,5819980,687452,12708,18782,1020,81079,990085,76565,754841,977838,1732679,819004,875940,823570,659389,455527,703673,816767,694107,910.0,65.0
Rajasthan,Jaisalmer,26.86900838548185,71.18371877346682,114,669919,361708,308211,308653,210415,98238,497045,168129,874,1723,98,1521,43141,754,159117,30830,189947,109484,71132,41264,20142,12759,10604,79428,26456,852.0,46.0
Rajasthan,Jalor,25.07578093797277,72.18647261724662,116,1828730,936634,892096,829582,543923,285659,1732852,78990,730,231,144,14640,161845,1585,419216,48202,467418,270997,277152,181691,75304,32366,25210,145214,51153,952.0,45.0
Rajasthan,Jhalawar,24.24725541474657,76.11242891705065,129,1411129,725143,685986,739792,466815,272977,1299751,96164,842,819,46,12488,220428,1750,298624,63763,362387,226614,203488,143108,73388,46267,47985,110586,46984,946.0,52.0
Rajasthan,Jhunjhunun,28.13517401247401,75.52840893970894,103,2137045,1095896,1041149,1370360,815834,554526,1905682,228178,1004,275,56,548,297559,4828,500452,150357,650809,296093,305626,301866,256621,192240,158936,297078,205571,950.0,64.0
Rajasthan,Jodhpur,26.678460838536967,73.00450847457628,113,3687165,1923928,1763237,2031532,1265753,765779,3224399,411558,6035,4123,514,36697,408808,19335,584215,307442,891657,497762,512035,405132,259304,154789,177199,481462,248676,916.0,55.0
Rajasthan,Karauli,26.51901555555556,76.96081818181815,107,1458248,783639,674609,805849,531904,273945,1370977,81553,602,297,70,3424,132079,1059,305047,59308,364355,220644,193938,170399,104208,69443,67639,69366,41754,861.0,55.0
Rajasthan,Kota,25.175718080000014,76.18618928000001,127,1951014,1021161,929853,1298345,765396,532949,1661307,243993,5665,11058,280,25742,339899,12843,203454,311735,515189,286676,294591,250092,172538,118710,167778,265337,195286,911.0,67.0
Rajasthan,Nagaur,27.07862016048146,74.14215667001012,112,3307743,1696325,1611418,1758624,1102750,655874,2833443,454487,1912,366,163,12940,347344,4449,675712,166489,842201,513871,486057,388822,242053,147701,117444,393528,209311,950.0,53.0
Rajasthan,Pali,25.80490393541874,73.55285640766907,118,2037573,1025422,1012151,1085693,667381,418312,1870543,143476,1345,1540,141,18974,326793,4043,512909,139808,652717,293818,359329,271312,144581,71472,67021,274998,124303,987.0,53.0
Rajasthan,Rajsamand,25.24894767441859,73.96570215946844,123,1156597,581339,575258,619139,383334,235805,1105676,33677,759,260,100,14966,193276,1989,304622,61054,365676,190090,190388,140839,72969,41063,34286,105451,49135,990.0,54.0
Rajasthan,Sawai Madhopur,26.251081180223288,76.4219283891548,108,1335551,704031,631520,741748,486184,255564,1165505,155681,945,812,177,9991,140947,1887,282057,71264,353321,205450,172925,151108,87349,57625,70870,81379,52475,897.0,56.0
Rajasthan,Sikar,27.64644058641976,75.29317422839503,111,2677333,1374990,1302343,1652117,995275,656842,2342076,327583,1122,356,177,4050,339457,5647,527560,178274,705834,369959,438872,367412,282595,200430,181282,328313,222955,947.0,62.0
Rajasthan,Sirohi,24.7976905263158,72.75309131578943,117,1036346,534231,502115,476806,309900,166906,996562,30479,1284,572,114,6829,134089,2146,238535,69639,308174,117971,147381,110385,58213,30724,27076,91080,54218,940.0,46.0
Rajasthan,Tonk,26.153935071707927,75.79192216427637,120,1421326,728136,693190,749659,478329,271330,1243527,153146,754,378,122,22458,158264,1908,298911,81755,380666,237191,190750,154825,91853,64431,67155,92778,49974,952.0,53.0
Rajasthan,Udaipur,24.44076752136749,73.84029839743584,130,3068420,1566801,1501619,1582629,973444,609185,2869976,104307,7406,4278,209,78647,357846,14211,665449,182769,848218,442946,386075,277392,164290,102085,142672,223077,150738,958.0,52.0
Sikkim,East,27.29600352941175,88.74908392156858,93,1709346,907500,801846,1352998,748382,604616,1410852,178807,15792,53027,2643,46927,352758,80037,1086,461132,462218,86484,219061,260094,267825,235187,246988,333378,331089,884.0,79.0
Tamil Nadu,Ariyalur,11.190514836795256,79.22249643916912,616,754894,374703,380191,480604,269582,211022,708397,7942,37403,104,88,65,177502,1749,223955,30322,254277,60697,134123,113437,96860,53934,57524,40121,35933,1015.0,64.0
Tamil Nadu,Chennai,13.058098905608748,80.28139151846806,603,4646732,2335844,2310888,3776276,1968079,1808197,3751322,439270,358662,2851,2804,51708,1096334,217368,0,1314125,1314125,167207,516445,720331,801050,464207,905515,1073399,1057802,989.0,81.0
Tamil Nadu,Coimbatore,10.871376995940452,77.07619012178621,632,3458045,1729297,1728748,2635907,1394790,1241117,3044145,211035,190314,1112,435,3284,896325,63273,284795,884957,1169752,220388,466745,523563,526165,273098,440520,852521,630809,1000.0,76.0
Tamil Nadu,Cuddalore,11.57587300613498,79.63002365371497,617,2605914,1311697,1294217,1815281,1000322,814959,2391675,123749,83334,401,236,1280,598412,15396,497429,260780,758209,169844,412237,418769,386652,186394,227530,293116,230004,987.0,70.0
Tamil Nadu,Dharmapuri,12.300141200000006,78.11509813333339,630,1506843,774303,732540,917709,527599,390110,1452956,38304,14089,164,39,37,337972,3651,396819,91107,487926,129778,240222,221194,177877,103367,112592,181094,72402,946.0,61.0
Tamil Nadu,Dindigul,10.377801390820574,77.78011279554937,612,2159775,1080938,1078837,1481834,816180,665654,1879494,105012,169945,313,256,71,500057,9155,443818,269724,713542,207751,386421,372636,282628,153100,163050,356703,187447,998.0,69.0
Tamil Nadu,Erode,11.267012155963302,77.42034334862392,610,2251744,1129868,1121876,1492662,828300,664362,2115455,76098,55899,435,148,639,595211,18604,411286,432398,843684,175017,345914,319484,269016,155344,215514,503567,322847,993.0,66.0
Tamil Nadu,Kancheepuram,12.496424756511884,80.08820360135913,604,3998252,2012958,1985294,3013382,1611461,1401921,3537399,173785,256762,1620,990,4962,961161,100322,438799,774705,1213504,183054,535947,608188,634172,312208,526886,805076,651240,986.0,75.0
Tamil Nadu,Kanniyakumari,8.183466300191206,77.32053064053538,629,1870374,926345,944029,1548738,780541,768197,909872,78590,876299,160,438,156,465692,15673,104253,493788,598041,134236,331559,314029,322511,226312,254107,300602,427853,1019.0,83.0
Tamil Nadu,Karur,10.79532776617955,78.08749686847604,613,1064493,528184,536309,727044,401726,325318,993666,53292,16483,115,29,7,264949,4915,212241,152420,364661,76629,190229,167466,146666,77874,85595,168148,118708,1015.0,68.0
Tamil Nadu,Madurai,9.904313833333331,78.01366033333332,623,3038252,1526475,1511777,2273430,1223810,1049620,2760502,168881,97711,520,199,1532,754141,34097,417718,592723,1010441,234611,525151,532616,453509,250285,363152,551839,472221,990.0,75.0
Tamil Nadu,Nagapattinam,10.789468161718286,79.79437299431483,618,1616450,798127,818323,1213008,640916,572092,1435072,128617,47579,184,450,963,381940,5585,399016,118724,517740,136593,323359,313357,249630,122350,125639,155663,163184,1025.0,75.0
Tamil Nadu,Namakkal,11.33766638477801,78.14624841437633,609,1726601,869280,857321,1176131,653312,522819,1673652,32483,16909,183,108,84,441044,8960,370357,257127,627484,123573,297179,247516,214836,126468,169206,330625,194417,986.0,68.0
Tamil Nadu,Perambalur,11.260137758112096,78.86034011799416,615,565223,282157,283066,375823,208011,167812,521658,32702,10301,83,39,38,135751,1507,155413,33179,188592,85210,106751,85101,71650,41447,44025,56453,33135,1003.0,66.0
Tamil Nadu,Pudukkottai,10.130514816433578,79.05444484265728,621,1618345,803188,815157,1110545,608776,501769,1428784,114194,72850,119,81,32,354493,4494,399712,104229,503941,97231,283299,270046,251855,121706,111731,112174,109247,1015.0,69.0
Tamil Nadu,Ramanathapuram,9.31286995153476,78.99185362412462,626,1353445,682658,670787,978946,536487,442459,1047411,208038,91139,154,86,29,291400,5172,290478,126761,417239,246909,293886,236511,189132,105978,97405,130578,120474,983.0,72.0
Tamil Nadu,Salem,11.629324202127655,78.2478257978723,608,3482056,1781571,1700485,2285562,1285107,1000455,3326357,95487,53841,412,174,992,835377,20660,572813,597539,1170352,188672,571061,518763,457866,242306,296399,573822,321173,954.0,66.0
Tamil Nadu,Sivaganga,9.960306580645158,78.56535729032255,622,1339101,668672,670429,959744,526304,433440,1186078,74310,75481,150,80,109,314270,5773,309224,143193,452417,101778,216931,236700,199263,103903,115894,149850,139173,1003.0,72.0
Tamil Nadu,Thanjavur,10.387692255892237,79.3194869107745,620,2405890,1182416,1223474,1790998,944264,846734,2075870,190814,133971,231,795,1256,555582,13495,479070,274302,753372,138375,431983,419605,373111,178126,222410,275134,272623,1035.0,74.0
Tamil Nadu,Theni,9.924066666666668,77.43458833333332,624,1245899,625683,620216,870080,479403,390677,1148990,56751,37574,152,79,28,312310,4667,189328,221295,410623,90590,219747,213496,156676,95231,101147,275383,134167,991.0,70.0
Tamil Nadu,Thiruvallur,13.275858101752885,80.19724702864492,602,3728104,1876062,1852042,2791721,1495711,1296010,3325823,143093,233633,1422,951,3693,909400,75634,387237,732196,1119433,181452,461918,600731,622789,303091,451321,786843,636991,987.0,75.0
Tamil Nadu,Thiruvarur,10.368927409395978,79.60322893959727,619,1264277,626693,637584,946471,503085,443386,1132785,96092,33192,258,151,279,303114,4416,321331,86848,408179,138960,250163,243773,203450,103908,99082,116640,130231,1017.0,75.0
Tamil Nadu,Tiruvannamalai,12.419318947368414,79.23265631578953,606,2464875,1235889,1228986,1626813,909803,717010,2294369,91636,66987,232,157,7898,549077,6445,563102,147061,710163,203879,442688,423135,343955,174560,158041,262010,135162,994.0,66.0
Tamil Nadu,Vellore,12.784882632293078,79.02643283582084,605,3936331,1961688,1974643,2773928,1504355,1269573,3397857,414760,111390,676,438,3514,865913,20623,653499,486801,1140300,191963,721473,719731,641585,311434,308514,693191,381181,1007.0,70.0
Tamil Nadu,Virudhunagar,9.468872195892564,77.87641469194315,625,1942288,967709,974579,1398788,760375,638413,1822626,47838,67405,245,87,98,505950,10219,363782,370942,734724,163264,398670,317054,230321,138306,167506,317795,167021,1007.0,72.0
Tripura,Dhalai,23.781360477941163,91.94654283088232,291,378230,194544,183686,276217,151643,124574,307120,8256,22940,175,39120,85,46875,273,89457,14071,103528,64515,84516,74015,21430,9157,6425,15987,58161,944.0,73.0
Tripura,North Tripura,24.121739755351683,92.17842538226292,292,693947,352860,341087,520402,275646,244756,507967,105737,44062,151,34717,307,81601,997,150437,42184,192621,129329,179547,158211,47160,22720,18419,50104,127388,967.0,75.0
Tripura,South Tripura,23.211874098057383,91.6065807585568,290,876001,447544,428457,646810,351082,295728,736015,49258,39258,245,49420,106,133744,948,219171,44906,264077,129846,223185,204201,70173,31690,26870,38316,174397,957.0,74.0
Tripura,West Tripura,23.780166241299337,91.41310788863107,289,1725739,879428,846311,1361354,722998,638356,1512801,152791,53622,499,2128,362,314567,6394,289621,217016,506637,248343,421485,451563,156277,88122,85405,166347,365146,962.0,79.0
Uttar Pradesh,Agra,26.99512974910393,78.05278291517321,146,4418797,2364953,2053844,2680510,1614594,1065916,3922718,411313,10076,12057,4049,21508,536402,27183,496971,406852,903823,600839,904836,647340,450571,317618,199395,463682,311695,868.0,61.0
Uttar Pradesh,Aligarh,27.93748576850093,78.00146831119557,143,3673889,1951996,1721893,2092567,1283380,809187,2904140,729283,7635,5875,2582,2805,268120,13634,582117,275942,858059,456870,491605,443958,334738,216997,172585,356823,254141,882.0,57.0
Uttar Pradesh,Allahabad,25.392038662316445,82.05172446982063,175,5954391,3131807,2822584,3665727,2199340,1466387,5102041,796756,13782,4377,4391,2247,391542,24122,983266,265304,1248570,823863,934881,738076,596615,502826,428871,373803,278760,901.0,62.0
Uttar Pradesh,Ambedkar Nagar,26.39119025974028,82.68282142857147,178,2397888,1212410,1185478,1486939,846676,640263,1985654,401678,2536,869,1817,235,99581,2509,501559,65031,566590,342667,392873,353570,247028,172872,194387,146958,67875,978.0,62.0
Uttar Pradesh,Auraiya,26.66892394014961,79.42637057356607,162,1379545,740040,639505,930836,546198,384638,1273546,101963,1004,371,332,228,65479,2404,255836,58438,314274,133123,291837,282449,168866,101542,79012,150177,72893,864.0,67.0
Uttar Pradesh,Azamgarh,26.008290954773837,83.01220251256285,191,4613913,2285004,2328909,2771917,1559414,1212503,3878626,718692,3810,719,5652,183,183381,6652,891024,80434,971458,831966,1344726,879745,489060,312571,158303,299061,135150,1019.0,60.0
Uttar Pradesh,Baghpat,29.045793499999988,77.30266300000001,139,1303048,700070,602978,797970,489858,308112,917474,364583,1840,483,161,16139,119121,2989,246055,69991,316046,139646,272939,215070,132197,79475,44164,171586,134051,861.0,61.0
Uttar Pradesh,Bahraich,27.691776300578027,81.46779783237004,180,3487731,1843884,1643847,1398368,878285,520083,2291892,1169330,6400,8212,2793,1177,85814,2681,698520,61742,760262,447648,493760,215939,104762,65106,47690,223076,93687,892.0,40.0
Uttar Pradesh,Ballia,25.86075638297873,84.03651978723408,193,3239774,1672902,1566872,1963590,1160960,802630,3004240,213440,4463,892,1595,233,119972,4672,564927,64454,629381,436021,515010,443440,409484,323582,200434,217983,124786,937.0,61.0
Uttar Pradesh,Balrampur,27.449076537911324,82.47158326180256,182,2148665,1114721,1033944,868357,544943,323414,1333242,805975,3228,900,1866,198,57400,1551,410070,35768,445838,379253,227932,122911,65516,40633,37109,141528,48201,928.0,40.0
Uttar Pradesh,Banda,25.351885902503284,80.52487391304344,170,1799410,965876,833534,1002937,630626,372311,1637549,157612,1367,231,168,916,73522,1655,378056,67569,445625,325773,415195,249238,114783,61702,63112,133063,90787,863.0,56.0
Uttar Pradesh,Bara Banki,26.922777025232424,81.35762350597606,176,3260699,1707073,1553626,1692458,1010518,681940,2505444,737106,4857,2090,1553,3016,108116,3159,635840,79068,714908,533140,420824,350564,197780,132332,113799,305263,103904,910.0,52.0
Uttar Pradesh,Bareilly,28.51101940789474,79.43187072368416,150,4448359,2357665,2090694,2191759,1342697,849062,2830768,1536534,14822,28187,4371,931,272830,15164,631613,362798,994411,717585,641251,442110,272840,172554,146446,428849,462993,887.0,49.0
Uttar Pradesh,Basti,26.833880454545447,82.69790590909092,185,2464464,1255272,1209192,1393783,819719,574064,2082976,364510,3493,900,9753,107,108101,3423,513960,31065,545025,470355,349221,324085,211477,162961,143642,172901,62328,963.0,57.0
Uttar Pradesh,Bijnor,29.313974259681096,78.45098815489754,134,3682713,1921215,1761498,2135393,1241471,893922,2032081,1585210,6184,50624,1736,2134,268353,7303,683875,224648,908523,498971,827447,549594,255028,159528,148185,470279,380737,917.0,58.0
Uttar Pradesh,Bulandshahr,28.34875862068968,78.01082758620684,142,3499171,1845260,1653911,2031656,1253314,778342,2707195,777407,4088,2765,669,1572,223922,7865,658449,221628,880077,443641,540754,475146,338138,217882,151182,393105,257848,896.0,58.0
Uttar Pradesh,Chandauli,25.1180859611231,83.25307062634984,196,1952756,1017905,934851,1174606,699454,475152,1727869,215081,2153,1389,340,100,99602,3492,344937,50822,395759,295979,367768,276638,196240,135962,88299,129320,74557,918.0,60.0
Uttar Pradesh,Chitrakoot,25.159924623803,81.07666087551297,171,991730,527721,464009,531072,330339,200733,955372,34559,693,63,101,285,41046,827,207237,23558,230795,168472,174106,124256,69641,40266,35826,44786,27623,879.0,54.0
Uttar Pradesh,Deoria,26.42218856548857,83.8244070686071,190,3100946,1537436,1563510,1875239,1079288,795951,2730957,358539,3626,818,1182,209,150001,4469,597778,67928,665706,602403,473097,449571,372031,277548,194341,257442,100060,1017.0,60.0
Uttar Pradesh,Etah,27.591155309734443,78.70021858407083,201,1774480,947339,827141,1055202,647042,408160,1611126,146346,2464,708,2887,5671,69591,2635,334246,67752,401998,238019,214091,201984,178434,119665,88607,141689,57574,873.0,59.0
Uttar Pradesh,Etawah,26.78817670157068,79.07621806282728,161,1581810,845856,735954,1062003,623583,438420,1457892,113961,1362,1045,1733,3917,113098,2964,265643,85483,351126,171216,292852,298700,195192,121283,118571,166012,93434,870.0,67.0
Uttar Pradesh,Faizabad,26.60589185185181,82.00783530864202,177,2470996,1259628,1211368,1450901,838339,612562,2094271,365806,3225,1912,737,358,127754,4746,510378,79288,589666,356093,361114,347114,231129,176303,179996,238464,94981,962.0,59.0
Uttar Pradesh,Farrukhabad,27.45063297872342,79.4406284574468,159,1885204,1006240,878964,1092677,654827,437850,1596278,276846,3137,3160,3161,487,88081,2624,316647,94843,411490,270550,330084,257279,184298,115069,110391,182879,113500,874.0,58.0
Uttar Pradesh,Fatehpur,25.8374362030905,80.85416203090509,172,2632733,1384722,1248011,1512166,911003,601163,2274674,350700,2201,402,172,199,75263,3385,558807,77733,636540,409875,463642,376472,227119,134445,116445,211608,117023,901.0,57.0
Uttar Pradesh,Firozabad,27.20963993055552,78.42660624999998,147,2498156,1332046,1166110,1521806,912314,609492,2140745,314812,3370,1804,3395,19077,196080,5834,349747,185621,535368,324525,416295,368905,277163,166249,108627,237006,146593,875.0,61.0
Uttar Pradesh,Gautam Buddha Nagar,28.393311038961038,77.52462467532465,141,1648115,890214,757901,1122947,666065,456882,1394025,215500,7366,9261,895,4518,257586,53181,170835,338935,509770,201277,330623,283031,218587,194796,101645,276925,245877,851.0,68.0
Uttar Pradesh,Ghaziabad,28.74997308584685,77.67441879350343,140,4681645,2488834,2192811,3123264,1811397,1311867,3414427,1186776,19026,23001,3487,16412,695130,78116,355407,836316,1191723,534606,858286,797473,597661,475439,255949,750601,701900,881.0,67.0
Uttar Pradesh,Ghazipur,25.624724775583484,83.5360854578097,195,3620268,1855075,1765193,2197549,1293553,903996,3233790,368153,4181,810,3145,213,105767,5309,700173,61467,761640,566504,691057,563310,449909,334003,186306,216165,116171,952.0,61.0
Uttar Pradesh,Gonda,27.157215552099505,82.0226888024882,183,3433919,1787146,1646773,1679994,1034181,645813,2739076,678615,4735,1893,649,338,104084,4313,673578,52794,726372,678171,425584,305644,192664,144067,118176,248745,66742,921.0,49.0
Uttar Pradesh,Gorakhpur,26.63315886792452,83.3549560377358,188,4440895,2277777,2163118,2700328,1593890,1106438,4009037,403847,9662,2123,2848,460,296619,14597,761958,189170,951128,873031,618398,560246,425913,316166,273903,390206,213529,950.0,61.0
Uttar Pradesh,Hamirpur,25.738158381502892,79.82619479768789,28,454768,217070,237698,358091,180555,177536,449412,3711,243,591,95,293,104120,2521,196116,15232,211348,37327,71107,72114,91184,64363,35620,86909,93858,1095.0,79.0
Uttar Pradesh,Hamirpur,25.738158381502892,79.82619479768789,168,1104285,593537,510748,653299,408125,245174,1010014,91269,814,196,74,41,55929,1196,256081,55300,311381,159593,238344,211029,103334,59914,59612,120259,68771,861.0,59.0
Uttar Pradesh,Hardoi,27.337409090909137,80.26411767676768,155,4092845,2191442,1901403,2221601,1374587,847014,3508131,556219,5822,5688,6671,446,95508,3845,786613,121064,907677,741817,906861,510507,247265,138583,103523,341739,173556,868.0,54.0
Uttar Pradesh,Jalaun,26.067954587155988,79.36686911314993,165,1689974,906092,783882,1075196,653430,421766,1509708,171581,1148,463,2875,256,104176,2217,304856,91565,396421,169207,327534,282919,167911,104699,106888,206627,114634,865.0,64.0
Uttar Pradesh,Jaunpur,25.70141280913127,82.54315351934063,194,4494204,2220465,2273739,2731677,1565394,1166283,3981502,483750,4947,1286,7898,349,181467,8002,926088,80582,1006670,665376,939616,769693,520111,353996,256398,239695,131852,1024.0,61.0
Uttar Pradesh,Jhansi,25.45581535234902,78.89954580536917,166,1998603,1057436,941167,1304513,783705,520808,1823930,147842,7050,4951,1203,7328,183340,8517,309592,195321,504913,184997,370685,341371,186348,99814,92586,238492,147302,890.0,65.0
Uttar Pradesh,Jyotiba Phule Nagar,28.870498984771597,78.39009365482241,137,1840221,963449,876772,983110,600541,382569,1075440,750368,5952,5295,189,517,89329,2825,335888,115486,451374,251669,352835,230640,161282,164763,69522,205042,166582,910.0,53.0
Uttar Pradesh,Kannauj,26.993988617886185,79.64437940379408,160,1656616,881776,774840,1017087,603596,413491,1375788,273967,1263,504,2033,606,61491,2488,299785,65985,365770,237853,283674,263749,175582,107628,95072,157415,85404,879.0,61.0
Uttar Pradesh,Kanpur Dehat,26.43047641196011,79.98710083056478,163,1796184,963255,832929,1170243,692964,477279,1612968,176327,1300,478,819,155,49753,2682,363933,41323,405256,235341,344866,341845,223529,157167,97740,197245,89107,865.0,65.0
Uttar Pradesh,Kaushambi,25.53587532051282,81.41811282051287,174,1599596,838485,761111,813424,507279,306145,1372381,220423,2225,522,687,545,43753,1503,349856,30764,380620,184229,253910,180825,146757,89011,45341,92723,46197,908.0,51.0
Uttar Pradesh,Kushinagar,26.892530675909864,83.92261542461007,189,3564544,1818055,1746489,1954820,1183722,771098,2928462,620244,5006,767,4619,383,127331,3486,742324,42775,785099,836856,424892,367405,249265,170911,119625,266463,95139,961.0,55.0
Uttar Pradesh,Lalitpur,24.58877161016945,78.60082330508473,167,1221592,641011,580581,641191,397586,243605,1163804,33724,1351,1034,69,20390,77082,1079,258013,43819,301832,185575,202692,154118,61543,32237,34658,84273,42178,906.0,52.0
Uttar Pradesh,Lucknow,26.838233589251463,80.89706026871404,157,4589838,2394476,2195362,3127260,1742440,1384820,3537787,985070,20493,23883,3877,4975,582769,68506,344155,717566,1061721,489898,554301,552171,428121,378742,639260,654614,539863,917.0,68.0
Uttar Pradesh,Mahoba,25.34529670138888,79.67863003472216,169,875958,466358,409600,488106,302283,185823,815142,57454,965,389,94,234,42936,1316,198298,48525,246823,119002,141201,131165,60400,33810,37165,70567,41692,878.0,56.0
Uttar Pradesh,Mainpuri,27.17386862302482,79.03501851015807,148,1868529,993377,875152,1203885,712110,491775,1746649,100723,1729,475,8814,4161,79022,2642,338475,72783,411258,234774,353287,319158,230731,144516,111696,158322,72089,881.0,64.0
Uttar Pradesh,Mathura,27.59390432801821,77.62153416856502,145,2547184,1367125,1180059,1507746,943346,564400,2310776,216933,3179,2872,883,2056,281239,8726,407488,177802,585290,303291,420976,344961,233264,155937,103102,240390,154472,863.0,59.0
Uttar Pradesh,Mau,26.01082203791469,83.50582654028433,192,2205968,1114709,1091259,1363044,773082,589962,1769937,428555,2109,340,564,155,149908,2656,352207,99321,451528,344570,410737,320743,256784,209493,150462,160149,87874,979.0,62.0
Uttar Pradesh,Meerut,29.02957625698323,77.80611005586593,138,3443689,1825743,1617946,2141488,1254520,886968,2183255,1185643,10582,24912,1855,18544,425624,23717,381520,422303,803823,412280,495861,469403,359944,254337,275076,497784,421643,886.0,62.0
Uttar Pradesh,Mirzapur,25.10207959183675,82.60126628571429,199,2496970,1312302,1184668,1428683,865837,562846,2292534,195765,2373,1133,341,701,145997,4447,465152,77963,543115,361642,421577,340261,232189,177109,140668,131018,102361,903.0,57.0
Uttar Pradesh,Moradabad,28.851770406189537,78.73580193423597,135,4772006,2503186,2268820,2263848,1357435,906413,2488265,2248392,13157,7555,1260,2426,281758,11690,692398,355518,1047916,635957,725118,492338,296210,186311,186489,532409,496107,906.0,47.0
Uttar Pradesh,Muzaffarnagar,29.470507977736563,77.64017847866423,133,4143512,2193434,1950078,2417339,1448528,968811,2382914,1711453,6495,18601,1516,16345,368153,10077,673746,296104,969850,826387,780470,531913,281747,148770,98691,553728,449383,889.0,58.0
Uttar Pradesh,Pilibhit,28.52024175035868,79.90103974175037,151,2031007,1072002,959005,1061095,654290,406805,1449007,489686,3510,84787,360,138,83006,2870,371752,89638,461390,294135,281158,240057,117838,77602,66129,169387,162404,895.0,52.0
Uttar Pradesh,Pratapgarh,25.864842731707316,81.93530048780492,131,867848,437744,430104,401515,250122,151393,827293,25597,358,72,32,14077,71612,716,209813,24269,234082,142397,111276,70969,35206,21854,19109,42404,20284,983.0,46.0
Uttar Pradesh,Pratapgarh,25.864842731707316,81.93530048780492,173,3209141,1606085,1603056,1931559,1121381,810178,2731351,452394,3920,1451,7795,746,140538,5149,711085,41701,752786,427626,558350,456752,332742,238011,197846,186336,74799,998.0,60.0
Uttar Pradesh,Rae Bareli,26.253902840059787,81.22260463378181,158,3405559,1752542,1653017,1965843,1165965,799878,2975998,413243,3634,2424,722,397,247856,5184,705025,73393,778418,540661,538301,477689,270775,182823,153041,297883,112567,943.0,58.0
Uttar Pradesh,Rampur,28.83244727272725,79.10977333333337,136,2335819,1223889,1111930,1043666,630408,413258,1073890,1181337,9201,65316,384,1307,131112,3847,396775,143217,539992,278477,374898,171242,85117,51703,43839,254563,260618,909.0,45.0
Uttar Pradesh,Saharanpur,30.03381165217392,77.59905147826095,132,3466382,1834106,1632276,2077108,1220114,856994,1966892,1454052,6523,18627,1937,10208,404499,9699,605082,284156,889238,474060,600668,431491,256510,163463,154153,468873,343084,890.0,60.0
Uttar Pradesh,Sant Kabir Nagar,26.791596516393444,83.0387764344262,186,1715183,869656,845527,954949,567098,387851,1300586,404410,1766,447,4393,95,79525,2031,324972,27179,352151,341757,290532,205875,129442,86528,63506,123330,38686,972.0,56.0
Uttar Pradesh,Shahjahanpur,27.991389350649328,79.8302275324675,152,3006538,1606403,1400135,1490930,915142,575788,2412595,527581,4630,51090,2312,301,115163,3889,520289,134714,655003,451571,476064,315873,158430,96308,87355,243864,198260,872.0,50.0
Uttar Pradesh,Sitapur,27.501995963091108,80.85288881199547,154,4483992,2375264,2108728,2283733,1397702,886031,3555450,893725,6579,11611,2663,1410,102040,3874,827583,111319,938902,714304,656401,482220,221898,136383,127750,371343,145037,888.0,51.0
Uttar Pradesh,Sonbhadra,24.46693268858798,83.06816324951639,200,1862559,971344,891215,985708,601988,383720,1738769,103567,3963,1649,1747,487,95582,5149,337048,91040,428088,306218,297226,212565,120822,82614,63846,90701,78826,918.0,53.0
Uttar Pradesh,Sultanpur,26.2846386419753,82.05710456790123,179,3797117,1914586,1882531,2239902,1300248,939654,3119590,650261,4453,1629,9989,426,233701,5956,839737,49891,889628,460210,637015,526973,306046,188848,176414,278962,101900,983.0,59.0
Uttar Pradesh,Unnao,26.63163990895297,80.636773292868,156,3108367,1630087,1478280,1773584,1053063,720521,2732016,363453,3574,1204,920,240,99466,3476,596317,121039,717356,501457,512965,415378,240024,136688,101934,362568,141351,907.0,57.0
Uttar Pradesh,Varanasi,25.36057088888889,82.82529666666672,197,3676841,1921857,1754984,2403903,1389116,1014787,3107681,546987,7696,3309,1146,1898,336056,19214,438935,316129,755064,467782,608174,557052,447926,351391,281652,301753,295357,913.0,65.0
Uttaranchal,Almora,29.683532133676103,79.50165064267351,64,622506,291081,331425,436497,231604,204893,611250,7752,1895,256,201,31,109876,1830,260056,21082,281138,90864,120029,115810,76148,53026,37742,77118,76958,1139.0,70.0
